DateTime,Open,High,Low,Close
2024-08-19 07:30:20,18298.6,18298.6,18298.6,18298.6
2024-08-19 07:30:30,18299.1,18299.1,18299.1,18299.1
2024-08-19 07:30:40,18299.6,18299.6,18298.6,18298.6
2024-08-19 07:30:50,18298.1,18298.1,18298.1,18298.1
2024-08-19 07:31:00,18298.6,18300.1,18298.6,18300.1
2024-08-19 07:31:10,18300.6,18300.6,18300.1,18300.6
2024-08-19 07:31:20,18300.1,18300.6,18300.1,18300.1
2024-08-19 07:31:30,18300.6,18300.6,18300.1,18300.6
2024-08-19 07:31:40,18300.1,18300.1,18300.1,18300.1
2024-08-19 07:32:00,18299.6,18299.6,18299.1,18299.1
2024-08-19 07:32:10,18298.6,18299.1,18297.6,18298.1
2024-08-19 07:32:20,18297.1,18298.1,18297.1,18298.1
2024-08-19 07:32:30,18297.6,18297.6,18297.6,18297.6
2024-08-19 07:32:40,18297.1,18298.1,18297.1,18298.1
2024-08-19 07:33:00,18298.6,18300.6,18298.6,18300.6
2024-08-19 07:33:10,18301.1,18301.6,18301.1,18301.1
2024-08-19 07:33:20,18300.6,18301.1,18300.6,18301.1
2024-08-19 07:33:30,18301.6,18303.6,18301.1,18303.6
2024-08-19 07:33:40,18304.1,18304.1,18301.6,18302.1
2024-08-19 07:33:50,18301.6,18302.1,18301.6,18301.6
2024-08-19 07:34:00,18302.1,18302.1,18301.6,18302.1
2024-08-19 07:34:10,18300.1,18300.1,18300.1,18300.1
2024-08-19 07:34:20,18299.6,18300.1,18299.6,18299.6
2024-08-19 07:34:30,18299.1,18299.1,18297.1,18297.1
2024-08-19 07:34:40,18296.6,18297.1,18296.6,18297.1
2024-08-19 07:35:00,18297.6,18298.1,18297.6,18298.1
2024-08-19 07:35:20,18298.6,18299.1,18298.1,18298.6
2024-08-19 07:35:30,18299.1,18299.1,18298.6,18299.1
2024-08-19 07:35:40,18299.6,18299.6,18298.6,18299.1
2024-08-19 07:35:50,18299.6,18301.1,18299.1,18301.1
2024-08-19 07:36:00,18301.6,18302.1,18300.1,18300.1
2024-08-19 07:36:10,18300.6,18300.6,18300.1,18300.1
2024-08-19 07:36:20,18300.6,18300.6,18300.1,18300.1
2024-08-19 07:36:40,18300.6,18300.6,18299.6,18300.1
2024-08-19 07:36:50,18300.6,18302.6,18299.6,18302.1
2024-08-19 07:37:00,18302.6,18303.1,18302.1,18303.1
2024-08-19 07:37:10,18303.6,18303.6,18302.6,18303.1
2024-08-19 07:37:40,18302.1,18302.6,18301.1,18302.6
2024-08-19 07:37:50,18301.1,18302.1,18300.6,18302.1
2024-08-19 07:38:00,18302.6,18303.1,18302.6,18303.1
2024-08-19 07:38:10,18302.6,18302.6,18302.1,18302.1
2024-08-19 07:38:20,18302.6,18303.1,18302.6,18303.1
2024-08-19 07:38:40,18302.6,18302.6,18302.1,18302.1
2024-08-19 07:38:50,18302.6,18303.1,18302.6,18303.1
2024-08-19 07:39:00,18303.6,18303.6,18303.1,18303.1
2024-08-19 07:39:10,18303.6,18304.1,18303.1,18303.1
2024-08-19 07:39:20,18302.6,18303.1,18302.1,18302.6
2024-08-19 07:39:30,18302.1,18304.6,18302.1,18302.1
2024-08-19 07:39:40,18301.6,18302.1,18301.6,18302.1
2024-08-19 07:39:50,18301.6,18302.6,18301.6,18302.6
2024-08-19 07:40:00,18302.1,18302.6,18302.1,18302.1
2024-08-19 07:40:20,18301.1,18303.1,18300.6,18302.6
2024-08-19 07:40:30,18303.1,18303.1,18302.1,18302.1
2024-08-19 07:40:50,18300.6,18300.6,18300.6,18300.6
2024-08-19 07:41:00,18300.1,18302.6,18300.1,18302.1
2024-08-19 07:41:10,18301.6,18301.6,18300.1,18300.1
2024-08-19 07:41:30,18300.6,18300.6,18300.1,18300.1
2024-08-19 07:41:40,18300.6,18300.6,18299.1,18300.1
2024-08-19 07:41:50,18300.6,18301.1,18300.6,18301.1
2024-08-19 07:42:00,18301.6,18302.1,18301.1,18301.1
2024-08-19 07:42:20,18300.6,18301.6,18300.6,18301.1
2024-08-19 07:42:30,18300.6,18301.1,18300.1,18300.6
2024-08-19 07:42:40,18301.1,18302.6,18301.1,18302.1
2024-08-19 07:42:50,18301.6,18304.1,18301.6,18304.1
2024-08-19 07:43:20,18303.6,18303.6,18302.1,18302.1
2024-08-19 07:43:50,18302.6,18302.6,18302.1,18302.1
2024-08-19 07:44:00,18301.1,18301.1,18301.1,18301.1
2024-08-19 07:44:10,18300.6,18301.1,18300.6,18301.1
2024-08-19 07:44:40,18301.6,18301.6,18301.6,18301.6
2024-08-19 07:44:50,18301.1,18302.1,18300.6,18301.1
2024-08-19 07:45:00,18300.6,18301.1,18298.1,18299.1
2024-08-19 07:45:10,18298.1,18298.6,18297.6,18298.1
2024-08-19 07:45:20,18297.6,18297.6,18296.6,18297.1
2024-08-19 07:45:30,18297.6,18297.6,18296.6,18296.6
